ingresos,gastos_comunes,pago_clases,gastos_otros,ahorros,instrumento,estado_civil,hijos,trabajo,credito
1372,119,16,417,786,1070,1,1,1,1
1573,203,93,303,931,1302,1,2,6,1
1682,241,66,476,622,1079,1,0,1,1
2489,233,25,378,671,1362,1,3,7,0
768,177,88,238,856,1297,0,4,4,1
845,74,99,396,937,1152,2,5,5,0
657,126,31,349,893,1008,0,4,3,0
709,131,61,432,841,1271,0,0,8,1
1717,246,21,300,725,1362,1,1,8,0
1770,238,56,466,947,1333,2,5,3,1
1591,93,22,356,614,1479,1,0,5,0
1419,166,35,65,789,1166,2,5,1,1
2232,153,25,251,763,1041,1,3,2,1
1567,209,46,168,751,1366,0,1,5,0
1292,97,20,140,628,1175,0,0,7,0
1540,88,66,216,840,1418,2,1,7,0
2323,199,39,359,715,1114,2,1,8,1
875,140,68,265,703,1376,2,0,7,0
1483,241,75,96,601,1474,2,2,0,1
1146,81,90,355,718,1189,0,0,0,0
1135,221,84,145,658,1416,2,4,2,1
1115,54,38,429,784,1278,1,5,2,0
1945,241,62,43,867,1091,1,0,7,1
1505,74,85,333,905,1427,2,4,8,0
1117,167,86,481,750,1116,1,3,7,1
396,168,22,98,647,1271,2,5,5,1
1516,70,30,60,880,1483,1,0,6,0
1783,53,39,145,732,1265,1,3,0,1
2283,222,97,340,744,1297,2,2,0,0
725,78,76,100,857,1359,1,0,6,1
462,116,100,236,723,1160,0,4,4,1
642,62,27,406,623,1303,1,0,1,1
1242,101,65,398,653,1327,0,3,5,1
1115,123,57,490,898,1006,2,2,1,1
1133,108,100,446,644,1360,1,3,4,1
1227,188,74,354,935,1155,1,2,3,1
666,233,34,312,605,1407,2,5,2,1
1336,140,83,219,612,1093,2,0,6,0
985,161,57,376,699,1129,0,4,2,0
832,99,39,485,664,1388,1,0,2,0
1253,196,69,263,736,1429,0,4,8,0
691,196,45,444,702,1248,2,5,1,1
1512,217,63,84,810,1262,0,1,6,0
1386,199,82,128,895,1167,2,1,5,1
867,213,60,45,932,1320,1,3,2,1
1216,103,21,500,795,1328,2,2,7,0
2144,75,44,300,904,1041,1,0,3,0
1135,62,78,80,716,1304,0,5,3,0
1572,60,20,176,789,1276,1,5,3,0
1017,149,65,81,645,1409,0,3,8,0
590,91,91,136,731,1499,2,0,0,1
1285,111,85,121,651,1340,1,5,6,1
2376,112,72,185,924,1118,2,2,7,0
1467,94,78,208,945,1274,1,0,0,1
1133,68,63,89,912,1241,2,0,8,1
872,152,71,428,655,1421,2,4,2,0
2406,249,50,286,697,1020,1,3,1,0
642,178,80,323,907,1118,0,2,6,1
2150,57,33,210,614,1124,1,1,5,0
2007,184,32,310,749,1436,0,3,3,1
456,65,40,291,704,1125,0,2,1,0
1392,114,72,496,883,1303,1,2,7,0
2466,111,31,414,900,1254,2,2,5,0
683,158,50,59,635,1417,2,1,8,1
2205,61,100,192,922,1216,2,5,4,0
958,176,40,253,665,1365,2,4,8,1
2178,148,37,63,771,1359,1,0,0,0
882,143,31,313,736,1096,0,1,1,1
2428,178,35,312,744,1037,2,0,6,1
1471,205,78,439,665,1148,1,5,2,1
1683,98,45,64,906,1314,1,0,5,1
892,55,46,489,642,1235,1,2,7,1
1051,137,36,444,864,1171,1,2,0,1
2018,62,98,184,790,1456,0,1,7,0
1691,184,66,424,811,1439,1,3,5,0
1593,141,50,50,690,1138,1,5,7,0
568,161,82,122,734,1359,0,0,2,1
2411,189,96,221,828,1222,0,2,1,0
694,177,100,178,870,1475,0,3,5,0
2254,169,50,289,662,1211,1,5,6,0
2178,207,36,318,628,1241,2,2,0,0
1570,131,35,190,787,1119,1,3,4,1
1389,245,57,339,696,1455,0,4,2,1
546,66,20,307,932,1263,1,1,4,1
1189,80,34,230,680,1067,2,1,2,1
2350,223,39,137,678,1324,0,3,6,1
2231,81,46,393,744,1298,0,2,7,0
689,216,90,353,817,1308,0,0,7,1
2018,150,48,54,645,1362,1,5,1,0
968,207,52,432,850,1494,1,1,6,1
1039,92,47,93,780,1202,0,2,4,1
1103,80,60,360,905,1233,0,4,2,1
758,217,95,226,700,1135,1,4,3,0
2185,226,71,279,857,1490,2,4,6,1
663,243,66,88,763,1226,0,2,7,1
562,68,78,335,728,1347,2,5,8,1
1043,55,63,76,673,1032,1,1,5,1
2335,149,27,466,843,1064,2,2,0,1
1396,52,44,382,858,1200,2,5,7,0
2448,80,21,265,704,1340,1,1,2,1
789,172,93,404,702,1491,1,2,5,1
676,79,97,92,740,1463,0,1,6,1
1070,122,39,361,751,1067,2,3,0,1
1453,83,73,34,916,1434,1,0,1,0
2019,178,87,185,669,1190,2,4,0,0
2417,136,57,375,809,1137,0,4,4,1
533,99,28,225,733,1028,0,4,7,1
1412,88,43,188,792,1028,1,3,4,1
2325,171,97,315,797,1438,0,4,5,1
574,163,79,189,906,1067,1,0,4,1
895,244,69,339,883,1029,2,3,1,0
885,110,69,84,787,1274,2,2,3,0
2165,200,86,224,630,1359,2,0,3,1
1434,104,52,365,624,1307,1,4,8,0
841,151,58,85,608,1210,0,0,4,0
877,184,94,380,671,1165,1,2,7,1
2433,179,67,38,786,1451,1,4,1,0
