ingresos,gastos_comunes,pago_clases,gastos_otros,ahorros,instrumento,estado_civil,hijos,trabajo,credito
5813,756,108,500,58055,328265,2,1,5,1
5415,1083,84,754,68327,345689,1,2,5,1
5572,1114,87,727,56337,559220,2,3,5,0
6412,769,137,510,47203,311855,1,3,5,1
6503,1301,295,716,55798,279795,1,4,6,1
5558,889,168,679,61867,449413,1,2,5,1
7063,918,293,364,63395,278315,1,2,8,1
6222,809,270,810,41483,455865,0,0,4,0
6325,1139,102,754,68527,588004,0,0,0,0
6264,1065,197,644,55703,431159,1,0,0,0
5593,839,121,416,44487,539242,1,0,0,0
5514,772,147,672,67815,397838,0,0,0,0
6347,1016,13,268,41468,552796,0,0,1,0
6058,969,289,531,50014,455751,1,2,7,1
7877,1339,332,617,56941,300240,1,2,7,1
5848,819,168,652,69366,559906,2,2,5,0
7758,1086,70,230,51489,445679,0,0,3,1
6384,958,346,549,40804,333566,1,4,7,1
7777,1089,213,564,43472,303736,1,0,4,1
7505,1501,302,364,38328,487697,2,1,8,1
5791,811,208,417,40166,643683,1,0,4,0
5646,1016,215,747,69276,655399,0,0,1,0
6495,909,341,788,62320,625528,2,4,6,0
5264,1053,17,691,57408,364105,1,3,8,1
7033,1196,294,216,61329,667865,2,0,2,0
5502,715,299,705,48264,561852,0,0,4,0
6935,971,99,425,65541,662258,0,0,1,0
3586,932,81,382,35361,242562,0,0,3,0
4883,1025,25,444,27294,244767,2,1,5,1
4885,928,8,670,16671,181736,0,0,0,0
4403,1497,18,384,37034,391533,0,0,1,0
3026,787,21,397,30449,365493,0,0,4,0
4714,1414,403,557,37411,358242,2,0,1,0
2974,744,346,746,15982,360791,1,4,6,0
2550,510,73,434,15890,201278,2,3,5,0
3504,1051,447,351,29890,313542,0,0,0,0
2024,486,398,494,14569,234991,2,3,7,0
3084,678,432,448,17211,378697,1,3,5,0
3234,809,368,441,22523,213521,2,3,8,0
4749,1377,355,304,34841,328575,2,2,6,0
3602,1081,145,490,11083,394180,2,0,2,0
4203,1219,203,412,19568,310442,2,4,8,0
3685,1069,111,481,28379,282992,1,2,7,0
3039,1003,447,546,36807,274577,0,0,1,0
2485,572,90,432,18464,304018,1,2,7,0
3641,837,186,627,27808,273334,2,3,7,0
2151,688,95,382,12203,339143,2,1,6,0
2077,644,182,723,12596,310082,0,0,3,0
4276,941,390,728,11718,294150,0,0,3,0
2028,487,411,568,33194,264287,2,1,5,0
4943,1186,402,570,27644,390089,0,0,2,0
2593,596,248,708,16779,275509,2,2,8,0
2064,454,199,666,38718,356201,0,0,2,0
2614,732,375,527,21365,294601,0,0,2,0
4507,811,161,687,36284,211998,2,3,6,1
2028,690,167,325,37309,284984,2,0,3,0
2022,384,88,701,22210,291439,2,3,7,0
3608,686,195,406,36506,350589,1,1,8,0
3973,1112,440,630,17385,221634,2,2,7,0
3395,1120,234,597,37479,239707,1,2,8,0
4434,1375,167,734,29498,201983,0,0,0,0
4025,1369,32,493,38752,225841,1,4,5,1
2308,577,152,657,33131,257224,0,0,2,0
3169,1014,429,705,14867,177454,2,2,7,0
4708,1459,84,567,32314,379520,0,0,0,0
2265,430,394,745,19218,248465,0,0,2,0
2008,643,257,494,25658,180374,2,3,5,0
3796,1025,323,316,35445,210261,0,0,1,0
4653,1024,447,703,16952,392957,0,0,3,0
3390,881,194,584,34601,304112,2,2,5,0
2969,623,72,620,29663,289205,2,2,6,0
4169,1292,48,333,28503,239872,2,1,7,1
4054,1095,371,440,22183,223971,1,0,3,0
3831,690,352,488,10723,363120,0,0,2,0
3961,1030,270,475,21880,280421,2,3,8,0
3184,955,276,684,35565,388025,1,3,8,0
3334,867,369,652,19985,376892,1,2,5,0
3988,1157,105,382,11980,257580,0,0,4,0
