ingresos,gastos_comunes,pago_clases,gastos_otros,ahorros,instrumento,estado_civil,hijos,trabajo,credito
6946,761,85,124,34859,374888,2,3,8,0
6172,518,65,302,61406,469100,0,3,4,1
6064,780,22,210,21162,540725,0,0,2,1
7801,1838,10,984,36421,151332,0,3,8,1
7375,960,66,687,34122,678120,1,0,1,1
6750,1888,119,861,43769,551659,0,0,5,0
6646,1709,95,325,10425,764314,1,1,4,0
7699,1715,56,817,11522,693344,0,1,2,1
7489,1034,19,836,59065,594272,1,1,7,0
6003,1590,80,806,16747,552889,1,2,5,0
6148,1168,93,413,68048,512193,0,0,4,0
7939,1350,69,552,52197,443279,0,0,4,1
7287,874,143,525,40079,297363,1,4,8,1
7422,1336,230,418,48257,338751,2,1,8,1
6381,766,333,571,43227,560508,1,0,2,0
5163,620,99,696,64331,669540,2,3,5,0
5458,1037,109,393,38791,496089,0,0,0,0
7349,1102,221,402,48110,346403,0,0,3,1
7174,1220,171,824,39913,486401,2,1,6,1
7276,1455,285,384,61125,443008,0,0,0,0
7984,958,181,828,47359,397624,1,3,6,1
6025,964,187,567,63892,302117,1,2,5,1
6692,1205,132,641,64832,553305,1,2,7,0
6822,1296,81,786,50433,669054,0,0,0,0
6044,967,239,615,66145,395608,1,1,5,1
5218,626,2,470,63208,631366,1,1,7,0
7413,890,262,709,68843,619056,2,3,7,1
6952,1043,251,319,43326,545659,0,0,3,0
5515,993,156,247,50121,286808,1,0,4,1
5126,615,258,514,41683,313057,0,0,4,1
5536,720,174,285,49221,357007,1,2,5,1
7180,862,258,268,50418,386817,2,1,6,1
6959,1392,333,818,67714,571076,0,0,3,0
4952,1585,53,566,29597,261983,1,2,7,1
2928,820,25,577,28184,290076,1,1,8,0
2036,550,403,617,32738,224583,2,1,7,0
3961,951,423,366,10746,265455,1,3,5,0
2516,755,64,601,16649,262250,0,0,1,0
3382,710,94,357,24576,228510,1,4,7,1
4119,906,251,643,24196,288956,2,0,3,0
3951,1027,443,569,24268,233354,1,0,1,0
4792,1198,90,655,32444,335019,0,0,0,0
3731,1045,320,304,39448,349870,0,0,1,0
4736,947,21,647,26689,212121,2,3,7,1
4433,1374,337,538,11171,380195,1,1,7,0
4909,1424,323,610,16475,341337,0,0,1,0
3105,559,318,690,31271,317379,1,3,8,0
2138,449,228,617,13923,398611,0,0,1,0
2274,728,161,378,26207,196232,2,1,6,0
2032,569,348,513,17902,209280,2,1,8,0
3361,1008,63,746,25404,254237,0,0,3,0
3043,578,290,460,28647,229343,2,1,5,0
3473,660,107,428,25235,182365,0,0,4,1
3162,822,64,453,26270,216440,2,2,6,0
4473,1208,308,684,23830,281640,1,1,8,0
2937,705,437,405,13268,177774,2,1,7,0
4553,1502,18,745,28731,301332,1,1,8,0
3733,821,188,514,15647,365570,0,0,1,0
2409,554,392,435,29014,298841,2,3,8,0
2369,474,131,438,19537,203052,0,0,1,0
4503,1441,224,685,26001,289485,2,4,8,0
4606,1336,54,532,10319,365449,1,3,6,0
3806,761,198,524,21906,266681,2,0,2,0
3218,611,222,341,39174,330991,2,1,6,0
4927,1429,141,398,33863,279323,0,0,3,0
3784,1173,448,394,17709,176553,2,0,0,0
3437,687,56,623,11642,393544,2,0,2,0
4648,1116,419,686,24874,191190,1,3,8,1
4799,1344,205,339,11116,240479,2,3,6,1
3976,1153,394,366,11697,218574,1,0,3,0
3299,627,155,526,11972,220179,2,4,8,0
4224,972,428,718,18604,316114,1,1,6,0
3000,600,200,398,27572,254359,0,0,2,0
2828,707,364,631,36993,394390,0,0,0,0
2825,904,247,693,16953,257331,2,2,7,0
4426,1328,152,480,11593,245454,2,1,7,1
4532,816,224,383,13921,245131,0,0,2,1
2448,636,158,638,32723,362523,0,0,4,0
4517,1310,89,529,25960,227634,2,2,6,1
4505,1171,343,627,37943,266595,0,0,4,0
3080,585,285,521,16260,377254,0,0,4,0
3543,992,91,372,30918,327691,1,4,6,0
2039,387,258,362,25537,210701,0,0,4,0
3437,687,201,735,21260,339501,2,2,5,0
6500,1100,0,700,55000,380000,2,1,5,1
6332,1266,32,252,55641,665167,1,0,3,0
7289,1458,209,243,41233,488643,2,1,5,1
5552,999,338,564,52012,385908,2,2,8,1
7420,1336,243,660,39328,655720,2,0,4,0
6205,1179,240,729,56904,661009,0,0,2,0
6771,1354,38,789,64860,271947,1,1,5,1
6813,1090,312,208,54305,635848,0,0,2,0
6152,984,343,793,42935,403197,1,4,8,1
6906,898,319,656,59305,365986,2,4,5,1
7595,1367,292,406,38286,608743,2,0,3,0
6355,953,135,740,38235,343128,0,0,1,1
5862,762,249,334,40529,443477,0,0,4,0
5468,1094,337,221,61055,303294,0,0,4,1
4885,928,8,670,16671,181736,0,0,0,0
4403,1497,18,384,37034,391533,0,0,1,0
3026,787,21,397,30449,365493,0,0,4,0
4714,1414,403,557,37411,358242,2,0,1,0
2974,744,346,746,15982,360791,1,4,6,0
2550,510,73,434,15890,201278,2,3,5,0
3504,1051,447,351,29890,313542,0,0,0,0
2024,486,398,494,14569,234991,2,3,7,0
3084,678,432,448,17211,378697,1,3,5,0
3234,809,368,441,22523,213521,2,3,8,0
4749,1377,355,304,34841,328575,2,2,6,0
3602,1081,145,490,11083,394180,2,0,2,0
4203,1219,203,412,19568,310442,2,4,8,0
3685,1069,111,481,28379,282992,1,2,7,0
3039,1003,447,546,36807,274577,0,0,1,0
2485,572,90,432,18464,304018,1,2,7,0
3641,837,186,627,27808,273334,2,3,7,0
2151,688,95,382,12203,339143,2,1,6,0
2077,644,182,723,12596,310082,0,0,3,0
4276,941,390,728,11718,294150,0,0,3,0
2028,487,411,568,33194,264287,2,1,5,0
4943,1186,402,570,27644,390089,0,0,2,0
2593,596,248,708,16779,275509,2,2,8,0
2064,454,199,666,38718,356201,0,0,2,0
2614,732,375,527,21365,294601,0,0,2,0
4507,811,161,687,36284,211998,2,3,6,1
2028,690,167,325,37309,284984,2,0,3,0
2022,384,88,701,22210,291439,2,3,7,0
3608,686,195,406,36506,350589,1,1,8,0
3973,1112,440,630,17385,221634,2,2,7,0
3395,1120,234,597,37479,239707,1,2,8,0
4434,1375,167,734,29498,201983,0,0,0,0
4025,1369,32,493,38752,225841,1,4,5,1
2308,577,152,657,33131,257224,0,0,2,0
3169,1014,429,705,14867,177454,2,2,7,0
4708,1459,84,567,32314,379520,0,0,0,0
2265,430,394,745,19218,248465,0,0,2,0
2008,643,257,494,25658,180374,2,3,5,0
3796,1025,323,316,35445,210261,0,0,1,0
4653,1024,447,703,16952,392957,0,0,3,0
3390,881,194,584,34601,304112,2,2,5,0
