ingresos,gastos_comunes,pago_clases,gastos_otros,ahorros,instrumento,estado_civil,hijos,trabajo,credito
1080,67,89,215,893,1229,1,1,7,1
1253,63,57,299,659,1480,1,3,0,1
2453,79,35,485,610,1300,1,3,2,1
668,33,32,226,814,1296,1,3,5,1
2461,118,35,208,843,1039,2,3,5,0
1709,54,98,216,839,1005,0,2,8,1
1416,27,58,478,922,1432,0,0,4,0
725,76,94,358,845,1118,2,1,1,0
2436,35,17,397,839,1241,1,1,4,0
876,39,85,393,781,1144,0,0,7,1
2180,39,19,43,674,1172,1,2,3,1
1101,95,55,317,664,1149,0,2,6,0
956,96,91,288,828,1474,2,1,5,0
2441,38,91,185,903,1191,0,3,1,1
1618,47,54,382,732,1266,2,0,0,0
1110,120,63,500,634,1342,1,2,3,0
2320,107,43,37,850,1157,2,2,2,0
918,70,54,300,757,1014,1,2,2,0
637,108,43,483,795,1169,1,3,0,1
449,106,92,29,716,1366,2,1,0,0
1426,95,34,379,815,1332,2,1,1,0
660,50,52,102,816,1253,0,0,1,0
1143,42,15,289,813,1411,0,2,1,1
1372,110,16,417,786,1070,2,3,1,1
1573,92,93,303,931,1302,2,2,6,1
1682,64,66,476,622,1079,2,0,1,1
2489,95,25,378,671,1362,0,0,7,0
768,108,88,238,856,1297,1,2,4,1
845,82,99,396,937,1152,2,2,5,0
657,63,31,349,893,1008,2,3,3,0
709,25,61,432,841,1271,2,3,8,1
1717,63,21,300,725,1362,0,1,8,0
1770,48,56,466,947,1333,0,2,3,1
1591,110,22,356,614,1479,0,2,5,0
1419,68,35,65,789,1166,0,1,1,1
2232,40,25,251,763,1041,2,1,2,1
1567,91,46,168,751,1366,1,3,5,0
1292,118,20,140,628,1175,2,0,7,0
1540,40,66,216,840,1418,0,1,7,0
2323,48,39,359,715,1114,2,3,8,1
875,46,68,265,703,1376,0,3,7,0
1483,37,75,96,601,1474,0,0,0,1
1146,77,90,355,718,1189,2,3,0,0
1135,104,84,145,658,1416,1,0,2,1
1115,90,38,429,784,1278,1,0,2,0
1945,73,62,43,867,1091,1,2,7,1
1505,94,85,333,905,1427,2,2,8,0
1117,68,86,481,750,1116,1,0,7,1
396,91,22,98,647,1271,2,2,5,1
1516,31,30,60,880,1483,1,1,6,0
1783,29,39,145,732,1265,0,0,0,1
2283,42,97,340,744,1297,1,2,0,0
725,109,76,100,857,1359,1,0,6,1
462,82,100,236,723,1160,0,0,4,1
642,34,27,406,623,1303,2,2,1,1
1242,65,65,398,653,1327,1,2,5,1
1115,36,57,490,898,1006,0,3,1,1
1133,100,100,446,644,1360,1,2,4,1
1227,29,74,354,935,1155,0,0,3,1
666,49,34,312,605,1407,1,3,2,1
1336,46,83,219,612,1093,1,3,6,0
985,87,57,376,699,1129,2,2,2,0
832,83,39,485,664,1388,2,0,2,0
1253,91,69,263,736,1429,1,3,8,0
691,80,45,444,702,1248,2,0,1,1
1512,93,63,84,810,1262,2,1,6,0
1386,74,82,128,895,1167,1,3,5,1
867,87,60,45,932,1320,2,1,2,1
1216,115,21,500,795,1328,0,0,7,0
2144,33,44,300,904,1041,0,1,3,0
1135,101,78,80,716,1304,1,2,3,0
1572,105,20,176,789,1276,1,2,3,0
1017,64,65,81,645,1409,1,0,8,0
590,96,91,136,731,1499,2,2,0,1
1285,26,85,121,651,1340,1,0,6,1
2376,117,72,185,924,1118,2,2,7,0
1467,54,78,208,945,1274,0,3,0,1
1133,91,63,89,912,1241,1,3,8,1
872,36,71,428,655,1421,2,3,2,0
2406,73,50,286,697,1020,1,1,1,0
642,89,80,323,907,1118,2,2,6,1
2150,95,33,210,614,1124,1,1,5,0
2007,36,32,310,749,1436,1,3,3,1
456,38,40,291,704,1125,2,3,1,0
1392,86,72,496,883,1303,1,3,7,0
2466,94,31,414,900,1254,1,1,5,0
683,38,50,59,635,1417,1,0,8,1
2205,101,100,192,922,1216,2,2,4,0
958,34,40,253,665,1365,2,2,8,1
2178,120,37,63,771,1359,1,2,0,0
882,81,31,313,736,1096,2,2,1,1
2428,105,35,312,744,1037,0,1,6,1
1471,99,78,439,665,1148,1,2,2,1
1683,64,45,64,906,1314,0,0,5,1
892,39,46,489,642,1235,2,0,7,1
1051,33,36,444,864,1171,1,0,0,1
2018,93,98,184,790,1456,2,1,7,0
1691,88,66,424,811,1439,0,0,5,0
1593,102,50,50,690,1138,1,1,7,0
568,86,82,122,734,1359,2,1,2,1
2411,29,96,221,828,1222,1,1,1,0
694,110,100,178,870,1475,1,1,5,0
2254,105,50,289,662,1211,1,0,6,0
2178,89,36,318,628,1241,2,3,0,0
1570,30,35,190,787,1119,1,1,4,1
1389,97,57,339,696,1455,2,3,2,1
546,45,20,307,932,1263,1,3,4,1
1189,108,34,230,680,1067,2,2,2,1
2350,112,39,137,678,1324,2,3,6,1
2231,39,46,393,744,1298,1,3,7,0
689,76,90,353,817,1308,2,1,7,1
2018,59,48,54,645,1362,2,1,1,0
968,27,52,432,850,1494,0,3,6,1
1039,101,47,93,780,1202,0,3,4,1
1103,112,60,360,905,1233,1,0,2,1
758,74,95,226,700,1135,0,2,3,0
2185,100,71,279,857,1490,2,2,6,1
663,49,66,88,763,1226,0,0,7,1
562,25,78,335,728,1347,2,0,8,1
1043,80,63,76,673,1032,1,1,5,1
2335,99,27,466,843,1064,2,3,0,1
1396,90,44,382,858,1200,0,1,7,0
2448,41,21,265,704,1340,2,3,2,1
789,100,93,404,702,1491,0,3,5,1
676,119,97,92,740,1463,0,3,6,1
1070,50,39,361,751,1067,0,0,0,1
1453,41,73,34,916,1434,2,3,1,0
2019,90,87,185,669,1190,1,2,0,0
2417,114,57,375,809,1137,0,2,4,1
533,98,28,225,733,1028,2,0,7,1
1412,47,43,188,792,1028,0,2,4,1
2325,111,97,315,797,1438,1,0,5,1
574,48,79,189,906,1067,2,1,4,1
895,114,69,339,883,1029,0,3,1,0
885,43,69,84,787,1274,0,2,3,0
2165,91,86,224,630,1359,0,1,3,1
1434,114,52,365,624,1307,2,3,8,0
841,89,58,85,608,1210,1,0,4,0
877,100,94,380,671,1165,2,3,7,1
2433,116,67,38,786,1451,2,1,1,0
