ingresos;gastos_comunes;pago_clases;gastos_otros;ahorros;instrumento;estado_civil;hijos;trabajo;credito
2321;215;58;70;10095;271;2;3;4;0
999;224;70;264;13701;1614;0;0;7;1
1974;134;29;477;13303;1779;2;3;1;1
1070;121;76;55;13583;631;2;5;6;0
1573;212;49;95;4340;902;1;2;3;0
502;141;50;59;7581;332;0;3;6;0
758;153;75;473;12651;1588;0;3;8;0
2452;58;63;306;13477;1722;0;1;6;1
1192;149;91;346;7307;1128;0;3;8;1
1826;183;59;39;14567;1245;1;5;4;0
1203;231;70;475;3339;525;1;5;8;1
1324;85;33;61;11195;475;2;1;5;0
1913;132;32;476;3011;882;1;2;0;0
1622;114;91;154;8072;997;1;5;7;0
457;75;46;290;13883;1368;1;3;8;0
677;51;57;311;10671;804;0;4;2;1
1934;66;39;113;10337;881;2;0;2;1
1651;179;58;481;2129;721;1;3;2;0
728;245;27;63;9963;1673;1;2;3;1
1821;200;53;77;2884;384;1;2;0;0
1239;220;91;178;2960;467;1;0;3;1
1247;188;94;358;6636;965;1;3;2;0
2492;153;27;216;8969;1722;1;5;6;1
2152;235;48;61;8261;1507;2;0;2;1
628;237;23;163;8955;196;1;2;3;0
1486;103;52;335;6898;1225;0;0;5;0
2380;241;94;286;888;508;0;5;3;1
1082;230;15;171;3621;1622;2;1;3;1
1746;130;100;296;14176;1349;0;0;7;1
1568;197;74;329;10316;379;1;2;0;0
1309;195;53;162;5012;1237;2;4;5;0
821;68;44;183;7753;1525;2;1;7;1
1716;54;39;260;14352;1991;0;0;7;1
2420;81;56;459;5770;283;0;5;0;0
1524;173;17;412;7589;1612;2;0;2;0
1542;212;47;466;14068;460;1;0;1;0
370;89;24;88;4014;451;1;0;8;0
2282;151;96;399;5063;202;0;4;1;1
809;148;78;474;10921;452;1;4;7;0
2452;249;100;246;9005;1730;2;1;6;0
1191;243;83;442;5115;259;2;4;8;1
1059;221;86;425;4386;206;1;3;3;0
1873;103;67;415;8074;948;2;5;3;1
2269;126;49;459;2498;1333;0;0;7;1
589;80;23;364;9252;1723;1;5;8;1
1080;185;89;215;13811;281;2;1;7;1
1253;235;57;299;9556;1804;2;5;0;1
2453;101;35;485;10484;867;0;2;2;1
668;77;32;226;1001;1093;0;0;5;1
2461;179;35;208;3784;1307;0;5;5;0
1709;186;98;216;2424;1373;0;2;8;1
1416;236;58;478;3701;223;0;0;4;0
725;82;94;358;1790;1329;0;3;1;0
2436;51;17;397;1740;1438;2;3;4;0
876;124;85;393;4297;156;1;3;7;1
2180;114;19;43;12643;859;2;4;3;1
1101;73;55;317;1207;1804;1;4;6;0
956;161;91;288;1825;1364;1;4;5;0
2441;52;91;185;5480;1582;2;2;1;1
1618;184;54;382;10858;520;1;3;0;0
1110;172;63;500;8473;883;0;2;3;0
2320;136;43;37;1482;1122;2;0;2;0
918;192;54;300;11119;1876;2;1;2;0
637;68;43;483;834;1783;1;2;0;1
449;109;92;29;8594;1763;2;1;0;0
1426;199;34;379;3938;173;2;0;1;0
660;227;52;102;2509;1031;2;4;1;0
1143;237;15;289;8970;1373;0;1;1;1
1372;119;16;417;8584;1124;1;1;1;1
1573;203;93;303;12565;583;1;2;6;1
1682;241;66;476;7109;1721;1;0;1;1
2489;233;25;378;9511;1113;1;3;7;0
768;177;88;238;12511;1532;0;4;4;1
845;74;99;396;6676;1146;2;5;5;0
657;126;31;349;7054;1781;0;4;3;0
709;131;61;432;9178;284;0;0;8;1
1717;246;21;300;12271;1042;1;1;8;0
1770;238;56;466;7129;1428;2;5;3;1
1591;93;22;356;2707;1302;1;0;5;0
1419;166;35;65;4922;986;2;5;1;1
2232;153;25;251;3774;1254;1;3;2;1
1567;209;46;168;3559;1659;0;1;5;0
1292;97;20;140;4426;1039;0;0;7;0
1540;88;66;216;13012;897;2;1;7;0
2323;199;39;359;9407;1189;2;1;8;1
875;140;68;265;12793;832;2;0;7;0
1483;241;75;96;13109;556;2;2;0;1
1146;81;90;355;10804;870;0;0;0;0
1135;221;84;145;7858;1729;2;4;2;1
1115;54;38;429;6021;1663;1;5;2;0
1945;241;62;43;14675;337;1;0;7;1
1505;74;85;333;12382;482;2;4;8;0
1117;167;86;481;2388;217;1;3;7;1
396;168;22;98;1495;1890;2;5;5;1
1516;70;30;60;12020;1361;1;0;6;0
1783;53;39;145;10750;702;1;3;0;1
2283;222;97;340;1331;1324;2;2;0;0
725;78;76;100;8615;1033;1;0;6;1
462;116;100;236;14867;1678;0;4;4;1
642;62;27;406;3999;529;1;0;1;1
1242;101;65;398;11628;1364;0;3;5;1
1115;123;57;490;8167;1132;2;2;1;1
1133;108;100;446;1366;845;1;3;4;1
1227;188;74;354;13978;346;1;2;3;1
666;233;34;312;8612;1844;2;5;2;1
1336;140;83;219;6238;542;2;0;6;0
985;161;57;376;829;1027;0;4;2;0
832;99;39;485;11074;1502;1;0;2;0
1253;196;69;263;4416;1632;0;4;8;0
691;196;45;444;11817;460;2;5;1;1
1512;217;63;84;12349;408;0;1;6;0
1386;199;82;128;1063;1869;2;1;5;1
867;213;60;45;13861;781;1;3;2;1
1216;103;21;500;13098;1725;2;2;7;0
2144;75;44;300;3111;257;1;0;3;0
1135;62;78;80;7601;1064;0;5;3;0
1572;60;20;176;1491;1156;1;5;3;0
1017;149;65;81;8214;797;0;3;8;0
590;91;91;136;11328;1568;2;0;0;1
1285;111;85;121;11430;236;1;5;6;1
2376;112;72;185;10461;1246;2;2;7;0
1467;94;78;208;10365;1147;1;0;0;1
1133;68;63;89;11116;1584;2;0;8;1
872;152;71;428;6694;421;2;4;2;0
2406;249;50;286;4194;907;1;3;1;0
642;178;80;323;7636;1008;0;2;6;1
2150;57;33;210;3082;1842;1;1;5;0
2007;184;32;310;9971;551;0;3;3;1
456;65;40;291;10157;1458;0;2;1;0
1392;114;72;496;13131;1058;1;2;7;0
2466;111;31;414;11684;791;2;2;5;0
683;158;50;59;6169;1742;2;1;8;1
2205;61;100;192;9152;1424;2;5;4;0
958;176;40;253;2631;612;2;4;8;1
2178;148;37;63;8121;686;1;0;0;0
882;143;31;313;1466;848;0;1;1;1
2428;178;35;312;12619;1943;2;0;6;1
1471;205;78;439;7865;1476;1;5;2;1
1683;98;45;64;5426;1107;1;0;5;1
892;55;46;489;8653;1075;1;2;7;1
1051;137;36;444;4706;1329;1;2;0;1
2018;62;98;184;6784;561;0;1;7;0
1691;184;66;424;1243;1059;1;3;5;0
1593;141;50;50;12315;1200;1;5;7;0
568;161;82;122;7169;1030;0;0;2;1
2411;189;96;221;14076;1249;0;2;1;0
694;177;100;178;6918;563;0;3;5;0
2254;169;50;289;1910;601;1;5;6;0
2178;207;36;318;4890;608;2;2;0;0
1570;131;35;190;2926;696;1;3;4;1
1389;245;57;339;6678;1137;0;4;2;1
546;66;20;307;14531;1439;1;1;4;1
1189;80;34;230;9474;184;2;1;2;1
2350;223;39;137;2193;268;0;3;6;1
2231;81;46;393;8785;631;0;2;7;0
689;216;90;353;2964;1829;0;0;7;1
2018;150;48;54;10179;833;1;5;1;0
968;207;52;432;8262;1085;1;1;6;1
1039;92;47;93;2091;1865;0;2;4;1
1103;80;60;360;14042;1146;0;4;2;1
758;217;95;226;9912;1355;1;4;3;0
2185;226;71;279;5880;714;2;4;6;1
663;243;66;88;13647;1408;0;2;7;1
562;68;78;335;5075;1128;2;5;8;1
1043;55;63;76;3189;889;1;1;5;1
2335;149;27;466;4881;525;2;2;0;1
1396;52;44;382;8420;1414;2;5;7;0
2448;80;21;265;13372;1137;1;1;2;1
789;172;93;404;10396;1901;1;2;5;1
676;79;97;92;14110;1268;0;1;6;1
1070;122;39;361;14294;649;2;3;0;1
1453;83;73;34;6456;682;1;0;1;0
2019;178;87;185;11765;1275;2;4;0;0
2417;136;57;375;7366;1894;0;4;4;1
533;99;28;225;7344;277;0;4;7;1
1412;88;43;188;11333;1149;1;3;4;1
2325;171;97;315;6149;165;0;4;5;1
574;163;79;189;3430;870;1;0;4;1
895;244;69;339;8032;198;2;3;1;0
885;110;69;84;1294;983;2;2;3;0
2165;200;86;224;9672;895;2;0;3;1
1434;104;52;365;9746;1143;1;4;8;0
841;151;58;85;4447;1460;0;0;4;0
877;184;94;380;2173;1799;1;2;7;1
2433;179;67;38;6794;1457;1;4;1;0
