ingresos;gastos_comunes;pago_clases;gastos_otros;ahorros;instrumento;estado_civil;hijos;trabajo;credito
5610;376;982;533;28590;31172;2;5;0;0
6257;361;782;749;29590;48662;2;6;4;0
5625;294;604;518;32445;33959;1;0;7;1
6570;348;994;745;28278;40000;1;5;5;1
6523;316;613;611;31798;47659;0;4;6;0
5050;296;733;621;26691;32043;0;1;6;1
5859;227;983;626;25374;37100;0;5;5;0
5035;286;746;679;30610;32016;1;5;7;0
6339;383;833;694;21770;42669;1;7;0;0
5954;475;929;757;31177;41848;0;2;5;0
5570;460;567;701;30124;45171;2;7;8;1
6329;290;991;532;27643;30509;1;2;7;1
6386;458;905;787;30837;39564;2;5;0;0
6131;281;721;528;33459;42737;0;1;3;1
6542;382;645;671;24989;47081;1;1;5;1
6003;317;960;613;21923;38812;0;3;1;1
5992;437;860;559;28470;43321;1;5;6;0
5999;240;750;557;25008;47374;2;3;2;0
5315;473;591;566;24685;38030;1;3;8;1
5943;400;711;634;22301;38434;1;5;4;0
6572;398;822;670;32034;45154;1;5;1;0
5478;390;598;526;24465;46258;0;5;5;1
5915;266;917;522;21347;33874;0;3;8;0
6975;345;845;789;25650;41102;0;7;2;0
5998;228;966;646;29332;42876;1;5;8;0
5394;351;989;581;22114;43027;1;4;6;1
6931;410;792;751;22549;32921;2;0;7;0
5410;486;826;728;24767;34967;0;0;0;0
6776;322;1000;547;30463;47159;0;6;7;1
5543;293;982;672;33396;44142;1;6;1;1
5955;324;938;503;30733;43879;0;0;2;0
6396;418;894;699;22223;49579;0;7;1;1
6952;437;730;721;28346;48031;0;6;6;0
5769;415;655;679;33423;31041;2;2;4;1
6030;225;714;650;21759;32603;1;2;3;0
6327;393;946;533;22681;33690;1;0;6;0
6509;264;642;672;27756;48526;0;4;1;0
5752;211;611;683;25096;32324;1;6;4;0
6878;400;944;762;21767;40410;2;7;1;1
5943;206;504;664;32776;49631;2;1;1;1
5116;451;876;771;32351;43334;0;5;8;1
6640;252;623;745;30018;34192;1;2;4;0
5196;344;831;706;25164;45157;2;7;2;0
6928;244;798;779;32255;43391;1;3;1;1
5306;258;764;520;31209;45387;1;0;5;0
6603;378;751;748;31071;38719;0;4;6;0
5532;317;592;669;28840;48392;1;4;5;1
6294;375;885;617;21839;33375;0;1;5;1
5992;270;980;708;29855;44921;1;2;7;0
5938;394;972;638;24623;34116;2;1;1;1
6116;300;519;761;29104;47302;0;7;8;1
5309;216;850;517;32285;44616;0;5;4;0
5271;359;769;736;24417;30676;0;4;2;1
6438;396;794;689;32930;33815;2;0;7;0
5690;412;970;708;31175;39371;0;4;2;0
5336;338;923;518;25047;43198;2;4;1;0
6981;262;996;566;24978;36382;1;2;0;1
5687;434;687;654;26442;39602;0;3;2;1
5721;244;810;794;28221;44361;1;4;2;0
6689;370;576;592;20906;44611;0;6;2;0
5675;372;655;780;27834;44285;0;5;2;1
5066;404;821;687;30914;35353;0;7;0;0
5345;420;937;664;24032;42394;0;2;4;0
6210;339;592;551;30549;37177;0;0;3;0
6660;439;895;733;25174;40575;1;2;8;0
6141;203;776;791;25181;33905;0;6;8;0
5594;237;971;521;32398;36608;2;2;6;0
5046;290;934;782;32955;42678;0;0;2;1
6517;339;522;586;22588;35238;1;3;7;0
5078;446;590;544;29456;45158;0;7;8;1
6752;397;643;535;23116;37192;1;6;2;0
6640;340;896;572;31017;47976;1;1;2;1
5030;299;519;614;22848;42181;0;3;7;1
6083;259;605;655;26490;31017;0;3;0;0
5149;381;595;764;32954;39639;1;3;2;0
6262;333;865;626;27720;43006;2;7;1;0
6281;346;759;694;24140;38472;1;1;7;1
6427;392;551;742;29216;37013;0;7;1;1
5731;249;835;503;22310;43986;1;1;8;1
6483;278;795;738;32520;33506;0;0;2;1
5348;474;652;765;32845;42760;2;2;7;0
6772;373;869;625;24375;31035;0;4;5;0
5285;305;621;652;29393;32079;2;2;4;1
5468;351;566;788;26986;32143;0;4;8;1
5266;334;665;559;22857;31441;1;7;4;0
5718;472;844;770;22047;36394;0;6;4;0
6469;357;831;558;30321;46826;1;4;7;1
5819;239;828;722;20430;43739;2;4;4;0
5346;445;968;750;26842;40850;0;4;2;1
5762;363;707;526;25175;44689;0;3;0;0
5341;364;532;561;34970;35223;1;0;5;0
