ingresos;gastos_comunes;pago_clases;gastos_otros;ahorros;instrumento;estado_civil;hijos;trabajo;credito
6380;123;194;344;9786;43032;8;2;27;1
5764;132;225;486;11826;46161;5;3;26;0
4289;447;425;362;10621;45438;0;2;14;0
4481;191;144;129;9764;34810;0;0;21;0
5629;133;429;386;8563;44015;6;3;18;1
5811;293;234;160;8839;31419;0;1;1;0
4356;409;368;334;11704;33581;3;0;6;0
4591;170;403;401;9531;36730;5;1;14;0
5482;459;409;280;10700;32429;4;5;17;1
6516;314;222;255;10199;40493;1;1;17;1
4568;131;278;311;10806;38722;6;5;27;0
4411;274;381;207;8897;44561;4;3;25;1
5378;338;181;248;10066;43214;2;5;8;1
5726;467;495;215;8239;44039;0;5;15;1
4294;491;394;227;9273;41439;6;4;18;1
6751;190;127;276;9496;45930;0;3;22;0
4511;179;351;366;11059;34519;1;0;4;0
5613;197;385;423;9731;43777;7;2;21;1
6318;260;278;494;8667;45905;5;2;25;1
6910;331;421;205;10040;37780;3;1;17;0
4971;457;318;458;11919;31350;8;2;12;1
4598;361;330;218;8637;37410;6;0;20;0
4845;287;110;423;11377;45195;5;3;15;0
6450;353;351;276;10948;36070;6;4;9;1
5763;277;428;347;11470;35652;3;5;15;0
4684;452;376;179;11653;33858;8;4;14;1
4281;168;495;467;11188;37168;7;3;3;0
6013;499;471;383;9070;43468;5;0;24;0
6057;159;154;116;9003;42134;7;4;16;1
4713;407;342;319;9559;42107;4;0;19;1
4520;118;340;188;8926;46588;8;0;7;0
4039;361;120;454;8293;35750;1;3;11;1
4696;193;193;489;10785;46821;0;4;5;0
6810;446;170;202;10891;45231;4;4;28;0
4329;107;464;269;11326;34905;0;3;22;0
6621;441;220;493;11984;44877;1;3;28;0
6381;401;364;265;9279;35515;4;1;23;0
4805;207;160;221;11726;46769;6;3;8;0
6484;315;103;370;11080;41154;7;4;30;0
6911;302;103;325;9352;36885;7;0;8;1
4080;157;215;298;9417;40349;8;1;3;1
4306;243;409;498;11110;43099;1;0;9;0
6990;161;222;128;8380;32841;2;1;2;0
6917;162;201;240;11184;31760;8;4;8;0
5128;448;234;445;9158;44244;6;1;15;1
5752;412;168;166;9414;41378;7;0;25;0
5174;165;383;362;9602;44827;7;4;19;0
4717;298;317;181;8943;42984;3;4;24;1
5341;179;250;287;9680;46946;7;0;26;0
6855;417;182;436;8646;40395;7;4;19;1
6552;420;453;265;11957;34834;7;0;20;1
6936;300;398;468;9412;44733;8;1;25;1
4517;283;128;426;10766;35452;6;2;19;0
5640;101;350;467;11723;37853;2;3;19;0
6598;456;310;494;11827;33380;4;0;9;0
5800;335;359;413;8743;45577;8;4;20;0
6368;389;459;164;9118;45917;2;5;3;1
6069;394;159;162;9285;34861;8;1;12;0
4351;457;170;212;9815;45994;7;1;21;1
5313;396;153;262;9541;38565;1;4;2;0
4875;412;403;391;11561;31735;6;2;14;1
4470;493;314;175;10701;34330;2;4;28;1
6903;252;202;408;11798;39969;6;2;13;1
5473;199;240;100;8720;43784;2;1;22;1
4214;474;198;217;8490;33164;4;1;24;0
5385;288;166;346;11569;40023;8;1;23;1
6946;462;447;273;10232;41362;8;2;29;1
6769;306;473;479;10237;33240;5;2;8;0
6731;279;369;389;11245;37552;5;1;8;1
6512;173;382;316;11857;34364;2;5;16;0
4004;356;288;487;9055;34844;0;1;6;1
6684;151;463;344;8402;33869;8;0;30;0
4187;317;246;394;11510;34721;7;1;23;0
5245;309;276;179;11301;37450;5;5;20;0
5280;393;389;225;8555;32167;1;4;8;1
4742;469;374;143;8719;33745;8;4;5;0
5814;335;442;142;11682;35573;8;2;29;0
4407;259;403;471;8751;39449;1;4;18;0
4710;213;111;205;11222;38621;1;5;16;1
6270;293;124;170;11107;46468;4;3;23;1
5101;472;213;273;10293;41317;5;4;16;0
6700;394;243;169;9578;40880;8;5;23;0
6909;187;367;289;10502;36227;8;0;1;0
6645;260;229;365;9380;41750;5;4;13;1
6657;302;315;499;9147;38542;2;5;13;0
6541;151;132;480;8543;38282;8;4;11;0
6639;147;134;119;11586;39104;5;0;3;1
6471;470;223;465;9635;36711;5;5;26;1
5474;493;494;185;10912;34093;5;3;3;1
6216;251;121;259;9214;35633;8;1;20;1
5916;500;499;209;10181;41437;7;0;22;1
5276;220;451;224;8196;36976;2;0;4;1
4353;243;255;412;10502;32527;8;4;5;0
6315;377;381;142;11795;41540;1;3;29;1
6537;122;209;329;9668;37592;2;2;26;1
5572;320;314;354;9683;45067;3;5;20;0
6208;285;482;200;11523;34567;1;3;9;0
5847;244;328;300;9138;38852;1;1;29;1
6092;262;329;394;8686;32540;3;1;9;1
6750;479;431;269;9884;39327;1;4;26;0
6937;407;278;321;9251;45256;5;1;8;1
4895;269;129;419;10007;32925;4;1;10;0
4231;273;414;293;10190;43075;0;1;24;0
6666;307;488;499;9693;33616;7;4;24;0
5286;310;262;372;9371;36381;3;1;12;0
6584;109;319;193;10489;33949;2;3;20;1
6489;420;194;212;10904;43154;4;3;16;1
4626;222;491;264;10840;35509;1;4;6;0
6873;135;240;418;8233;40928;4;1;27;1
5045;441;289;152;11934;45917;4;0;4;1
6011;138;123;309;11833;45165;7;2;24;1
5782;427;120;458;8276;45433;5;5;8;0
4177;341;322;153;8380;43975;2;3;14;0
6717;329;442;136;9202;44302;3;2;19;1
6683;276;476;399;10234;42724;0;0;4;0
6353;278;150;358;8876;43441;7;1;20;0
5394;328;318;355;11196;45528;0;4;18;1
4478;268;114;399;9097;38904;1;4;10;0
4530;361;324;189;8680;40714;4;5;4;0
6038;296;474;289;8459;31687;2;2;29;0
5126;158;171;499;11531;43255;1;5;25;1
4281;333;247;156;11281;44236;5;4;16;0
6232;129;207;287;9913;42038;3;3;3;0
4550;292;211;382;10457;45149;3;3;24;1
5857;444;324;127;8253;35513;1;2;7;1
5909;326;178;412;10772;34912;0;1;1;0
6980;379;114;427;11616;38537;0;0;12;1
5087;351;204;270;11094;42277;6;4;16;0
5772;261;377;187;9759;41484;0;1;29;1
5460;483;212;169;9850;38083;8;0;9;0
4484;200;416;189;9260;37494;7;1;10;0
5315;331;405;300;9217;41921;7;0;21;0
6117;396;314;429;10023;40257;5;4;10;0
4836;183;433;263;9899;33779;2;4;17;1
4034;262;402;420;9059;32304;5;4;6;1
5782;430;424;448;10201;41098;0;3;23;1
6542;166;173;452;10784;34588;4;3;23;0
5227;329;318;294;9427;44898;0;3;1;0
5139;337;319;429;11334;36216;7;0;21;1
6413;432;206;134;11600;43436;0;5;29;0
5319;233;344;344;9226;36476;8;4;26;0
6233;135;373;114;9624;46821;2;4;24;1
4045;420;188;115;9581;37847;5;3;29;1
5248;410;478;460;9233;32294;0;3;1;0
5065;489;280;221;11117;32398;8;0;26;1
5647;428;318;119;10120;38789;0;3;4;1
4614;314;318;328;11867;37061;1;2;15;0
6704;274;181;425;8035;43355;2;2;25;1
4859;467;372;384;8536;38698;8;2;26;0
4477;308;237;190;10167;46818;6;3;22;0
6294;211;352;369;8234;41583;2;0;12;0
4960;306;434;223;10451;46409;2;2;3;1
4863;182;104;487;11252;37661;2;0;17;1
5537;314;101;446;8958;40425;8;5;12;0
4370;163;412;490;11423;37958;2;5;13;0
4578;248;307;171;9631;46235;0;4;19;1
4490;458;329;241;9604;44162;0;3;19;0
5763;183;151;361;10746;46780;0;3;28;0
5704;371;204;341;11018;45687;5;2;14;0
6460;431;390;285;8923;35221;5;4;21;0
4659;479;273;226;11148;37306;8;2;24;0
4904;418;439;222;9853;31309;7;1;19;0
5054;362;368;286;8043;36543;6;5;5;1
4148;463;471;335;9096;36512;1;2;7;0
4652;446;362;424;11743;36799;8;1;13;1
5790;319;194;115;9364;35273;5;1;1;0
5574;477;326;458;10184;34840;0;2;3;1
5878;350;398;145;9547;36340;7;5;18;1
6054;153;328;170;9840;34091;3;3;10;0
5954;311;466;269;9806;45772;5;2;4;0
6066;389;401;128;8545;37681;7;0;11;0
5481;484;235;322;8462;43247;1;5;21;1
6230;454;367;436;10583;43163;1;5;3;1
4937;463;156;216;8157;31046;4;2;14;1
4441;213;500;188;11109;32446;2;5;18;1
5023;369;367;131;8373;46322;8;5;8;0
5599;262;422;416;8739;31105;6;5;12;0
6500;244;408;415;8498;34906;6;0;1;1
6227;314;312;224;11145;34586;0;5;13;1
6085;287;241;297;8789;38004;2;0;25;0
5640;140;412;311;11509;42330;8;1;16;0
5399;227;358;258;10162;37258;3;5;14;1
6105;464;173;375;11865;40297;4;1;25;0
6743;401;239;317;10837;33135;1;0;23;1
4259;236;248;498;11069;33241;4;0;9;0
5130;169;256;221;9053;42530;5;2;15;0
