ingresos,gastos_comunes,pago_clases,gastos_otros,ahorros,instrumento,estado_civil,hijos,tipo_instrumento,credito
7344,1736,2,1076,62400,870020,2,4,2,1
6539,1295,36,114,62231,177387,1,5,8,1
6130,1373,15,763,41036,514260,0,2,2,1
7378,766,24,1102,60321,281727,2,1,7,0
6900,1555,94,846,49211,737084,1,5,0,0
6118,1343,7,351,53073,730900,2,1,1,0
6161,523,21,841,43096,137175,0,5,0,0
6675,912,0,1094,15886,869442,0,5,3,1
6673,917,73,693,48842,624263,1,1,5,0
7786,1015,48,88,11849,854149,2,3,8,1
7674,1116,31,1008,19959,652746,2,5,7,1
6500,1303,63,214,14986,504420,0,4,8,1
7073,1818,38,628,40083,198244,1,4,8,0
7408,1083,10,353,54280,764956,0,1,8,0
6916,1834,54,1036,14729,220749,1,0,2,0
7475,1038,124,904,31012,585240,0,0,6,1
7452,1496,81,904,36142,847870,2,3,6,0
7312,872,113,928,39093,272651,0,5,8,0
6209,521,37,984,52548,235930,2,2,6,1
6713,1145,106,968,34132,339499,1,5,1,1
7191,650,102,580,15817,667509,0,2,6,1
6797,1060,54,418,55705,803324,0,4,1,1
7282,1303,72,701,13722,785075,2,3,0,0
6966,582,94,391,49427,431587,1,4,8,1
7444,1614,87,579,17150,879962,2,1,6,0
6503,1866,29,296,28340,216741,1,0,7,1
6293,932,75,42,9434,558049,2,5,8,0
7722,1235,101,727,42227,293822,2,2,5,0
6161,910,36,29,17741,780791,2,1,5,0
6695,1412,94,578,50844,792791,1,3,0,1
7111,1591,39,59,64292,871296,2,1,2,0
6454,1687,43,593,12301,629613,1,1,4,1
7878,1624,51,908,55823,231889,1,1,7,0
6519,1535,77,993,58150,394946,2,4,0,0
7106,1720,100,424,64973,750332,1,3,0,1
6667,1286,120,1159,34142,874317,1,2,1,1
6637,618,6,352,44125,655421,2,2,2,1
7057,866,52,314,38980,708929,0,2,5,1
6419,548,57,423,41168,271201,2,1,3,1
7759,1668,42,89,38125,705712,2,0,4,0
7586,1525,36,656,52520,703281,1,5,1,1
6250,905,24,1141,29608,469505,0,3,2,1
6183,1746,11,658,39426,549604,2,4,7,0
7189,1681,70,1196,42215,584420,2,0,7,1
6000,1000,0,600,50000,400000,0,2,2,1
6745,944,123,429,43240,636897,1,3,6,0
6455,1033,98,795,57463,321779,2,1,8,1
7098,1278,15,254,54506,660933,0,0,3,0
6167,863,223,520,41512,348932,0,0,3,1
5692,911,11,325,50875,360863,1,4,5,1
6830,1298,345,309,46761,429812,1,1,5,1
6470,1035,39,782,57439,606291,0,0,1,0
6251,1250,209,571,50503,291010,0,0,3,1
6987,1258,252,245,40611,324098,2,1,7,1
7273,1455,303,201,39340,577972,0,0,0,0
5058,1012,74,463,51836,427334,2,0,2,0
5663,793,121,225,67971,524971,2,3,6,1
6139,921,210,387,65438,333239,1,3,8,1
7567,1059,341,339,42462,641963,2,2,5,0
5749,690,291,698,50257,305122,2,0,4,1
5685,910,182,271,66947,365809,1,2,8,1
6722,807,52,779,66020,593711,2,2,7,0
7705,1387,348,366,65410,597411,0,0,2,0
6038,966,53,270,69636,286581,1,1,7,1
6840,889,127,263,50080,455906,2,0,0,0
6519,782,274,232,69934,569270,2,1,8,1
7831,1096,315,229,62661,653266,0,0,1,0
6717,806,265,260,49606,295710,2,1,8,1
5099,867,73,336,40451,340230,0,0,1,1
5897,1061,273,499,64423,435700,0,0,3,0
5294,688,71,725,48188,444817,1,4,5,0
6148,1168,93,413,68048,512193,0,0,4,0
7939,1350,69,552,52197,443279,0,0,4,1
7287,874,143,525,40079,297363,1,4,8,1
7422,1336,230,418,48257,338751,2,1,8,1
6381,766,333,571,43227,560508,1,0,2,0
5163,620,99,696,64331,669540,2,3,5,0
5458,1037,109,393,38791,496089,0,0,0,0
7349,1102,221,402,48110,346403,0,0,3,1
7174,1220,171,824,39913,486401,2,1,6,1
7276,1455,285,384,61125,443008,0,0,0,0
7984,958,181,828,47359,397624,1,3,6,1
6025,964,187,567,63892,302117,1,2,5,1
6692,1205,132,641,64832,553305,1,2,7,0
6822,1296,81,786,50433,669054,0,0,0,0
6044,967,239,615,66145,395608,1,1,5,1
5218,626,2,470,63208,631366,1,1,7,0
7413,890,262,709,68843,619056,2,3,7,1
6952,1043,251,319,43326,545659,0,0,3,0
5515,993,156,247,50121,286808,1,0,4,1
5126,615,258,514,41683,313057,0,0,4,1
5536,720,174,285,49221,357007,1,2,5,1
7180,862,258,268,50418,386817,2,1,6,1
6959,1392,333,818,67714,571076,0,0,3,0
4952,1585,53,566,29597,261983,1,2,7,1
2928,820,25,577,28184,290076,1,1,8,0
2036,550,403,617,32738,224583,2,1,7,0
3961,951,423,366,10746,265455,1,3,5,0
2516,755,64,601,16649,262250,0,0,1,0
3382,710,94,357,24576,228510,1,4,7,1
4119,906,251,643,24196,288956,2,0,3,0
3951,1027,443,569,24268,233354,1,0,1,0
4792,1198,90,655,32444,335019,0,0,0,0
3731,1045,320,304,39448,349870,0,0,1,0
4736,947,21,647,26689,212121,2,3,7,1
4433,1374,337,538,11171,380195,1,1,7,0
4909,1424,323,610,16475,341337,0,0,1,0
3105,559,318,690,31271,317379,1,3,8,0
2138,449,228,617,13923,398611,0,0,1,0
2274,728,161,378,26207,196232,2,1,6,0
2032,569,348,513,17902,209280,2,1,8,0
3361,1008,63,746,25404,254237,0,0,3,0
3043,578,290,460,28647,229343,2,1,5,0
3473,660,107,428,25235,182365,0,0,4,1
3162,822,64,453,26270,216440,2,2,6,0
4473,1208,308,684,23830,281640,1,1,8,0
2937,705,437,405,13268,177774,2,1,7,0
4553,1502,18,745,28731,301332,1,1,8,0
3733,821,188,514,15647,365570,0,0,1,0
2409,554,392,435,29014,298841,2,3,8,0
2369,474,131,438,19537,203052,0,0,1,0
4503,1441,224,685,26001,289485,2,4,8,0
4606,1336,54,532,10319,365449,1,3,6,0
3806,761,198,524,21906,266681,2,0,2,0
3218,611,222,341,39174,330991,2,1,6,0
4927,1429,141,398,33863,279323,0,0,3,0
3784,1173,448,394,17709,176553,2,0,0,0
3437,687,56,623,11642,393544,2,0,2,0
4648,1116,419,686,24874,191190,1,3,8,1
4799,1344,205,339,11116,240479,2,3,6,1
3976,1153,394,366,11697,218574,1,0,3,0
3299,627,155,526,11972,220179,2,4,8,0
4224,972,428,718,18604,316114,1,1,6,0
3000,600,200,398,27572,254359,0,0,2,0
2828,707,364,631,36993,394390,0,0,0,0
2825,904,247,693,16953,257331,2,2,7,0
4426,1328,152,480,11593,245454,2,1,7,1
4532,816,224,383,13921,245131,0,0,2,1
2448,636,158,638,32723,362523,0,0,4,0
4517,1310,89,529,25960,227634,2,2,6,1
4505,1171,343,627,37943,266595,0,0,4,0
3080,585,285,521,16260,377254,0,0,4,0
3543,992,91,372,30918,327691,1,4,6,0
2039,387,258,362,25537,210701,0,0,4,0
3437,687,201,735,21260,339501,2,2,5,0
