ingresos,gastos_comunes,pago_clases,gastos_otros,ahorros,instrumento,estado_civil,hijos,trabajo,credito
4536,289,258,651,34894,586059,1,3,0,1
5784,298,84,700,12246,443161,0,5,2,0
5381,305,362,636,43263,530117,2,3,5,0
5667,305,98,235,17941,449399,2,4,2,1
5166,307,20,247,10289,497747,2,5,0,0
6237,314,212,592,51007,217324,1,5,4,0
2221,315,28,757,42974,336292,0,0,5,1
5012,323,161,774,36297,167258,0,0,8,1
2068,339,379,397,46513,465672,2,4,2,1
4049,339,37,483,62457,588397,2,4,1,0
6180,341,356,286,10659,531787,0,2,4,1
7558,342,454,317,68686,295060,2,1,1,0
3864,343,217,794,37809,198974,0,0,8,0
2213,345,583,683,62877,640091,1,5,1,1
3008,346,390,406,49103,695489,0,1,6,1
6736,351,205,571,32291,568944,1,2,5,0
7694,353,117,529,47132,428039,2,0,6,1
4583,354,70,553,26623,337314,2,0,4,0
6140,355,544,768,48992,291895,0,5,6,1
4688,358,585,312,24092,427091,2,3,3,0
3609,359,558,464,60781,603446,2,3,2,0
6642,362,187,208,19750,675474,0,1,8,0
3657,364,488,405,30514,436041,1,2,6,1
7084,369,79,503,55463,455536,2,5,1,1
4374,370,69,534,12054,180976,1,0,2,0
3239,371,502,799,69179,185769,0,5,3,0
7392,382,154,429,10713,660812,0,0,3,1
7079,383,32,227,57864,328339,0,1,5,1
4236,384,84,483,46413,205557,1,2,7,1
7813,384,575,257,20262,582299,2,1,3,1
4255,385,431,794,57626,390132,0,0,8,0
5310,385,438,718,30424,272723,0,3,8,1
5672,387,573,245,17653,663664,1,4,6,0
7705,394,571,228,25642,407241,0,1,1,1
7383,400,6,313,21838,424769,1,0,6,0
4255,400,33,235,15661,306534,2,0,2,0
2684,400,19,703,10840,178700,2,4,8,0
3717,406,301,532,21270,379236,2,2,6,1
6914,407,421,377,34904,269490,2,5,8,0
6582,410,149,648,52836,679754,2,4,7,0
3081,411,397,218,18409,330094,1,2,8,1
2771,411,505,259,38986,224230,2,1,1,0
4506,412,144,527,63562,359749,0,2,5,1
3819,412,337,543,26555,262583,0,3,7,0
2923,412,385,721,12388,406498,1,2,2,1
2215,418,581,330,43064,205328,1,2,1,1
6582,420,544,383,50384,310617,2,0,1,1
2636,421,143,368,17036,321170,2,2,6,1
6058,425,446,584,48812,309092,0,3,7,0
6450,426,435,513,50085,259289,2,2,5,0
3085,429,234,774,38781,382022,0,1,8,1
7817,431,243,446,46797,389840,2,5,0,1
3641,434,389,258,30103,348823,2,2,7,1
6009,435,597,402,38827,674609,1,5,6,0
6991,441,241,612,38269,345140,0,3,7,0
2165,442,10,647,21010,381591,1,2,5,0
2133,452,565,686,46501,490393,0,3,0,1
6194,453,428,775,61342,175526,0,0,5,1
6654,454,45,677,59278,337094,0,5,4,1
5640,456,231,305,10653,394981,2,2,5,1
3820,456,318,742,19691,695516,2,1,3,0
2219,461,501,448,18812,441845,2,4,6,1
7464,464,4,646,40408,342032,2,3,6,0
5658,465,307,468,27037,207266,1,1,0,0
7488,467,190,214,54232,190769,1,0,5,0
2398,482,270,233,17948,247954,0,0,7,1
4096,482,427,465,35002,224583,1,1,7,0
3377,486,350,530,17082,412846,1,1,4,1
7379,491,307,344,29806,174069,1,0,3,1
7381,506,4,543,49684,164599,0,2,1,1
7104,512,172,635,33534,521888,1,1,7,1
4460,513,522,574,15537,547203,0,4,7,1
7109,513,531,369,47637,526259,0,4,1,0
6048,514,577,688,53930,585449,2,2,5,1
3664,518,283,454,61841,252518,1,2,3,1
5793,522,493,200,56845,245310,0,5,8,0
6758,523,102,521,21766,196849,2,0,7,0
2818,527,385,438,65499,173590,1,3,8,0
3075,530,349,692,65713,585859,0,5,0,0
2710,531,100,476,46242,628155,0,5,6,1
7267,532,464,290,44504,259657,1,2,5,0
5966,545,551,580,21511,441576,2,3,8,1
3566,545,340,579,52446,433400,1,3,5,0
7554,549,389,219,36704,419115,1,5,0,0
3554,555,278,423,34940,337914,0,3,2,1
5785,564,548,237,57982,193730,1,4,7,0
5468,566,316,307,36821,548471,1,1,1,1
6963,566,339,363,29783,283287,2,1,2,0
3463,567,430,462,58847,402483,1,5,4,0
4397,571,186,779,37004,235320,1,3,7,1
4273,574,406,740,11924,252268,1,1,7,0
6463,575,258,584,15658,246371,0,5,3,1
2581,579,512,675,60960,538499,2,2,0,1
6723,584,27,314,47112,349634,1,2,7,1
4913,591,488,343,55623,431239,0,3,2,1
4097,592,287,528,29923,530408,2,0,6,1
6451,595,573,255,44852,215044,1,0,0,0
7968,598,304,373,35953,313129,2,5,7,1
2009,598,368,219,37551,475343,0,5,2,0
6658,601,566,307,28845,695052,1,3,3,1
5342,610,124,799,44621,279461,0,4,0,1
4006,610,274,442,55208,631441,2,4,4,1
6642,611,97,445,50828,429922,0,3,3,1
7545,613,566,596,27394,208364,1,5,7,1
4316,614,238,334,28503,503292,2,4,7,0
6215,615,516,484,62127,247662,1,5,8,1
2427,616,210,516,58964,160042,2,4,2,1
4884,630,544,594,55232,472262,0,2,8,0
5464,633,94,730,23579,230290,1,1,8,1
6868,634,335,484,42663,168738,1,0,3,0
6700,635,302,400,16690,502142,0,3,6,1
7932,635,471,442,60351,374175,0,1,5,1
5287,636,270,593,36681,406526,1,0,7,1
3905,653,235,381,59248,470802,0,0,2,1
4454,654,506,741,10506,414467,1,0,5,1
2666,658,167,551,16610,305023,2,0,7,1
2394,658,236,259,24625,688367,2,0,2,0
6016,668,350,765,28766,473099,0,0,3,1
7910,669,439,354,62235,318861,0,5,0,0
4754,673,277,320,17984,594737,2,3,4,0
4740,679,476,295,24862,331006,0,0,2,0
6495,909,341,788,62320,625528,2,4,6,0
5264,1053,17,691,57408,364105,1,3,8,1
7033,1196,294,216,61329,667865,2,0,2,0
5502,715,299,705,48264,561852,0,0,4,0
6935,971,99,425,65541,662258,0,0,1,0
3586,932,81,382,35361,242562,0,0,3,0
4883,1025,25,444,27294,244767,2,1,5,1
4885,928,8,670,16671,181736,0,0,0,0
4403,1497,18,384,37034,391533,0,0,1,0
3026,787,21,397,30449,365493,0,0,4,0
4714,1414,403,557,37411,358242,2,0,1,0
2974,744,346,746,15982,360791,1,4,6,0
2550,510,73,434,15890,201278,2,3,5,0
3504,1051,447,351,29890,313542,0,0,0,0
2024,486,398,494,14569,234991,2,3,7,0
3084,678,432,448,17211,378697,1,3,5,0
3234,809,368,441,22523,213521,2,3,8,0
4749,1377,355,304,34841,328575,2,2,6,0
3602,1081,145,490,11083,394180,2,0,2,0
4203,1219,203,412,19568,310442,2,4,8,0
3685,1069,111,481,28379,282992,1,2,7,0
3039,1003,447,546,36807,274577,0,0,1,0
2485,572,90,432,18464,304018,1,2,7,0
3641,837,186,627,27808,273334,2,3,7,0
2151,688,95,382,12203,339143,2,1,6,0
2077,644,182,723,12596,310082,0,0,3,0
4276,941,390,728,11718,294150,0,0,3,0
2028,487,411,568,33194,264287,2,1,5,0
4943,1186,402,570,27644,390089,0,0,2,0
2593,596,248,708,16779,275509,2,2,8,0
2064,454,199,666,38718,356201,0,0,2,0
2614,732,375,527,21365,294601,0,0,2,0
4507,811,161,687,36284,211998,2,3,6,1
2028,690,167,325,37309,284984,2,0,3,0
2022,384,88,701,22210,291439,2,3,7,0
3608,686,195,406,36506,350589,1,1,8,0
3973,1112,440,630,17385,221634,2,2,7,0
3395,1120,234,597,37479,239707,1,2,8,0
4434,1375,167,734,29498,201983,0,0,0,0
4025,1369,32,493,38752,225841,1,4,5,1
2308,577,152,657,33131,257224,0,0,2,0
3169,1014,429,705,14867,177454,2,2,7,0
4708,1459,84,567,32314,379520,0,0,0,0
2265,430,394,745,19218,248465,0,0,2,0
2008,643,257,494,25658,180374,2,3,5,0
3796,1025,323,316,35445,210261,0,0,1,0
4653,1024,447,703,16952,392957,0,0,3,0
3390,881,194,584,34601,304112,2,2,5,0
2969,623,72,620,29663,289205,2,2,6,0
4169,1292,48,333,28503,239872,2,1,7,1
4054,1095,371,440,22183,223971,1,0,3,0
3831,690,352,488,10723,363120,0,0,2,0
3961,1030,270,475,21880,280421,2,3,8,0
3184,955,276,684,35565,388025,1,3,8,0
3334,867,369,652,19985,376892,1,2,5,0
3988,1157,105,382,11980,257580,0,0,4,0

