ingresos;gastos_comunes;pago_clases;gastos_otros;ahorros;instrumento;estado_civil;hijos;trabajo;credito
14312;439;200;769;7109;9672;1;0;1;1
17382;674;358;855;9511;6157;1;3;7;0
7568;607;288;752;12511;11236;0;4;4;1
13756;621;103;775;6676;10868;2;5;5;0
12786;716;263;780;7054;6221;0;4;3;0
14948;700;243;871;9178;7565;0;0;8;1
12302;585;315;582;12271;5914;1;1;8;0
17929;754;225;610;7129;6174;2;5;3;1
15623;870;85;774;2707;7810;1;0;5;0
11576;857;222;619;4922;12239;2;5;1;1
4882;718;264;820;3774;11685;1;3;2;1
11282;830;222;880;3559;3763;0;1;5;0
13591;790;184;574;4426;8245;0;0;7;0
6618;578;292;642;13012;7153;2;1;7;0
8775;522;197;875;9407;9708;2;1;8;1
10611;942;210;858;12793;7993;2;0;7;0
12810;742;377;722;13109;7691;2;2;0;1
5133;415;156;772;10804;12248;0;0;0;0
11267;834;393;663;7858;11834;2;4;2;1
17633;365;328;828;6021;11800;1;5;2;0
8528;615;307;636;14675;6856;1;0;7;1
5830;538;257;864;12382;8742;2;4;8;0
11855;404;177;766;2388;11915;1;3;7;1
7177;401;171;805;1495;8075;2;5;5;1
13010;725;230;764;12020;9440;1;0;6;0
6148;987;102;714;10750;3942;1;3;0;1
5217;421;389;764;1331;3834;2;2;0;0
8021;956;200;609;8615;10756;1;0;6;1
10153;990;392;645;14867;10833;0;4;4;1
15080;835;111;669;3999;7144;1;0;1;1
11158;812;268;533;11628;7644;0;3;5;1
6545;464;116;730;8167;9571;2;2;1;1
3691;810;313;728;1366;9230;1;3;4;1
11529;470;347;812;13978;5800;1;2;3;1
8571;683;110;508;8612;9193;2;5;2;1
5669;823;394;840;6238;10369;2;0;6;0
10993;515;280;577;829;10312;0;4;2;0
14514;496;191;798;11074;8503;1;0;2;0
9316;955;360;835;4416;9036;0;4;8;0
9413;829;121;584;11817;5667;2;5;1;1
8411;727;274;860;12349;9982;0;1;6;0
6103;466;308;647;1063;9335;2;1;5;1
13006;361;264;720;13861;11542;1;3;2;1
15793;464;383;514;13098;8882;2;2;7;0
6675;700;257;574;3111;4334;1;0;3;0
14462;645;365;762;7601;10031;0;5;3;0
4428;397;207;643;1491;5006;1;5;3;0
17808;478;136;601;8214;8505;0;3;8;0
7995;794;250;616;11328;10381;2;0;0;1
14033;616;218;518;11430;3872;1;5;6;1
9951;859;188;571;10461;7559;2;2;7;0
11906;876;320;720;10365;6000;1;0;0;1
10612;669;53;716;11116;6795;2;0;8;1
12613;717;109;771;6694;4643;2;4;2;0
14870;413;234;746;4194;9614;1;3;1;0
10564;901;251;837;7636;8187;0;2;6;1
11906;719;226;551;3082;9937;1;1;5;0
14046;398;319;557;9971;5944;0;3;3;1
17586;692;259;778;10157;12309;0;2;1;0
7675;978;336;736;13131;11864;1;2;7;0
15248;406;184;556;11684;3677;2;2;5;0
3624;744;388;886;6169;4580;2;1;8;1
14314;657;300;781;9152;4129;2;5;4;0
7487;479;60;856;2631;11214;2;4;8;1
14199;719;117;900;8121;9099;1;0;0;0
4607;896;240;668;1466;10521;0;1;1;1
5815;829;213;851;12619;4701;2;0;6;1
3941;448;158;730;7865;11470;1;5;2;1
16040;864;285;708;5426;7529;1;0;5;1
12502;453;215;536;8653;3873;1;2;7;1
8281;641;382;583;4706;9373;1;2;0;1
16768;949;60;726;6784;7859;0;1;7;0
11640;690;236;705;1243;5560;1;3;5;0
12097;870;249;791;12315;4918;1;5;7;0
3774;991;211;529;7169;7037;0;0;2;1
5257;468;278;558;14076;10498;0;2;1;0
7283;903;116;662;6918;9920;0;3;5;0
13993;852;339;680;1910;11122;1;5;6;0
14432;502;234;779;4890;9344;2;2;0;0
8279;779;400;767;2926;6897;1;3;4;1
16747;379;286;733;6678;10656;0;4;2;1
15742;566;99;699;14531;10318;1;1;4;1
5279;878;307;522;9474;6725;2;1;2;1
7086;679;340;811;2193;8871;0;3;6;1
10415;403;212;640;8785;7325;0;2;7;0
15672;827;211;609;2964;4173;0;0;7;1
10235;362;260;582;10179;5850;1;5;1;0
17841;371;333;660;8262;3818;1;1;6;1
17559;688;261;745;2091;7856;0;2;4;1
15063;587;155;598;14042;10175;0;4;2;1
11702;536;206;698;9912;5587;1;4;3;0
3993;654;357;756;5880;4281;2;4;6;1
14110;894;61;579;13647;6468;0;2;7;1
4877;671;152;755;5075;10537;2;5;8;1
11559;443;273;832;3189;5321;1;1;5;1
6802;668;271;642;4881;4747;2;2;0;1
4870;380;69;899;8420;11076;2;5;7;0
14112;481;260;808;13372;11698;1;1;2;1
16233;607;193;637;10396;8341;1;2;5;1
4861;561;286;624;14110;3735;0;1;6;1
15390;510;341;533;14294;8881;2;3;0;1
7042;814;297;896;6456;7018;1;0;1;0
13854;441;359;728;11765;10987;2;4;0;0
14450;411;83;546;7366;3798;0;4;4;1
15380;406;167;654;7344;9162;0;4;7;1
14575;429;392;599;11333;7942;1;3;4;1
4043;503;358;815;6149;12104;0;4;5;1
14680;611;316;799;3430;7538;1;0;4;1
17003;511;113;811;8032;4513;2;3;1;0
10304;953;88;528;1294;3603;2;2;3;0
9518;948;100;858;9672;7112;2;0;3;1
9232;997;264;502;9746;4945;1;4;8;0
13546;714;181;537;4447;7032;0;0;4;0
5570;822;117;620;2173;6380;1;2;7;1
14026;626;204;698;6794;5194;1;4;1;0
