ingresos,gastos_comunes,pago_clases,gastos_otros,ahorros,instrumento,estado_civil,hijos,trabajo,credito
2022,384,88,701,22210,291439,2,3,7,0
3608,686,195,406,36506,350589,1,1,8,0
3973,1112,440,630,17385,221634,2,2,7,0
3395,1120,234,597,37479,239707,1,2,8,0
4434,1375,167,734,29498,201983,0,0,0,0
4025,1369,32,493,38752,225841,1,4,5,1
2308,577,152,657,33131,257224,0,0,2,0
3169,1014,429,705,14867,177454,2,2,7,0
4708,1459,84,567,32314,379520,0,0,0,0
2265,430,394,745,19218,248465,0,0,2,0
2008,643,257,494,25658,180374,2,3,5,0
3796,1025,323,316,35445,210261,0,0,1,0
4653,1024,447,703,16952,392957,0,0,3,0
3390,881,194,584,34601,304112,2,2,5,0
2969,623,72,620,29663,289205,2,2,6,0
4169,1292,48,333,28503,239872,2,1,7,1
4054,1095,371,440,22183,223971,1,0,3,0
3831,690,352,488,10723,363120,0,0,2,0
3961,1030,270,475,21880,280421,2,3,8,0
3184,955,276,684,35565,388025,1,3,8,0
3334,867,369,652,19985,376892,1,2,5,0
3988,1157,105,382,11980,257580,0,0,4,0
7148;1390;87;589;14287;838742;0;2;3;0
6368;1026;40;855;40776;812193;2;4;4;0
6153;1061;48;767;16558;276661;2;5;0;1
7701;959;35;297;26304;221644;1;5;6;0
6404;1522;80;536;38073;387865;0;0;5;0
7451;1627;77;232;59208;287997;1;1;2;1
6081;1058;19;50;56515;742894;2;2;6;1
7605;1724;37;789;44770;184676;1;0;3;0
6539;607;116;652;56924;647897;0;0;5;1
6333;1655;103;361;24247;267293;0;2;4;1
6381;1875;36;484;56369;201780;2;3;4;0
7717;1329;119;530;49822;293853;2;0;1;1
7847;756;5;977;33984;298922;0;4;7;1
7025;1115;87;981;16470;584536;2;5;0;0
7332;586;15;776;50239;767122;0;1;6;1
6498;1725;76;915;43905;729959;0;0;8;0
7452;935;94;1183;51181;535022;1;4;4;0
6966;592;70;959;60753;141169;0;5;2;0
6321;1287;57;906;15908;220902;2;2;5;1
6804;1133;36;389;52278;133851;2;2;4;0
6728;1206;101;152;47267;291059;1;2;3;1
7656;938;70;887;9747;558931;1;2;7;1
7001;908;115;1062;16297;632393;1;0;6;0
6479;1878;18;179;48880;718628;0;2;4;1
6030;1216;51;572;43871;559993;2;2;8;1
7888;1517;84;460;15254;572779;0;2;1;1
6998;1000;91;732;40578;277314;1;3;7;1
7452;1768;7;854;54237;441030;1;4;6;0
6023;1376;94;797;10303;152198;0;0;3;1
6266;1824;59;488;17265;620261;2;0;7;0
7602;770;55;525;9575;552476;1;3;8;0
7452;1285;36;1132;40617;440340;2;1;2;1
7170;1198;57;176;50399;204255;0;0;4;0
7252;869;94;1160;59069;138622;0;0;7;1
6568;515;94;288;24047;414420;2;4;6;1
6615;664;62;340;60953;339701;0;1;2;0
7864;1729;5;146;15465;582499;2;1;3;0
7596;910;8;688;46772;234861;2;4;0;0
6652;1094;12;581;8271;801188;0;4;0;1
7787;1083;33;135;15118;294679;2;1;1;0
6725;873;49;1192;12800;742138;0;2;8;1
6842;1365;2;945;18994;801764;0;3;0;1
7328;1540;92;813;61857;140347;0;5;4;1
6632;1762;105;798;48632;487417;1;2;8;1
7325;1841;49;573;44494;807688;0;1;1;0
6146;1435;74;370;58160;438370;1;3;2;1
