ingresos,gastos_comunes,pago_clases,gastos_otros,ahorros,instrumento,estado_civil,hijos,trabajo,credito
7109,513,531,369,47637,56259,0,4,1,0
6048,514,577,688,53930,85449,2,2,5,1
3664,518,283,454,61841,72518,1,2,3,1
5793,522,493,200,56845,990310,0,5,8,0
6758,523,102,521,21766,196849,2,0,7,0
2818,527,385,438,65499,193590,1,3,8,0
3075,530,349,692,65713,585859,0,5,0,0
2710,531,100,476,46242,628155,0,5,6,1
7267,532,464,290,44504,259657,1,2,5,0
5966,545,551,580,21511,441576,2,3,8,1
3566,545,340,579,52446,433400,1,3,5,0
7554,549,389,219,36704,419115,1,5,0,0
3554,555,278,423,34940,337914,0,3,2,1
5785,564,548,237,57982,193730,1,4,7,0
5468,566,316,307,36821,548471,1,1,1,1
6963,566,339,363,29783,283287,2,1,2,0
3463,567,430,462,58847,402483,1,5,4,0
4397,571,186,779,37004,235320,1,3,7,0
4273,574,406,740,11924,252268,1,1,7,0
6463,575,258,584,15658,246371,0,5,3,0
2581,579,512,675,60960,538499,2,2,0,0
6723,584,27,314,47112,349634,1,2,7,0
4913,591,488,343,55623,431239,0,3,2,0
7732,692,402,396,48141,317124,0,1,6,0
2381,694,471,339,51525,397642,1,4,4,0
4717,696,370,312,21746,601625,2,3,6,0
4123,706,149,311,16341,479196,1,5,2,0
4347,712,42,485,30520,534606,2,1,2,0
2889,712,521,261,68210,283208,0,4,5,1
6696,714,33,229,61196,164702,2,1,1,0
3664,518,283,454,61841,252518,1,2,3,1
7383,398,6,313,21838,424769,1,0,6,0
6180,341,356,286,10659,531787,0,2,4,1
2820,944,117,282,24080,448495,2,2,8,1
4397,571,186,779,37004,235320,1,3,7,1
5672,387,573,245,17653,663664,1,4,6,0
4451,871,115,270,22153,513627,0,0,3,1
2818,527,385,438,65499,173590,1,3,8,0
7179,719,446,459,49351,647934,2,1,2,1
7260,681,492,576,22510,493760,2,1,3,0
4048,272,181,514,21213,293082,2,4,0,0
2398,482,270,233,17948,247954,0,0,7,1
2219,461,501,448,18812,441845,2,4,6,1
3081,411,397,218,18409,330094,1,2,8,1
4775,902,84,354,30047,466225,0,1,1,0
4983,1028,7,380,23851,343697,1,3,2,1
7079,383,32,227,57864,328339,0,1,5,1
2221,315,28,757,42974,336292,0,0,5,1
2263,788,230,394,50632,504978,0,2,8,1
2133,1058,565,686,46501,490393,0,3,0,1
5342,610,124,799,44621,279461,0,4,0,1
5217,930,297,339,27146,607257,2,1,5,0
5768,1024,592,511,46174,551618,2,5,7,1
4454,654,506,741,10506,414467,1,0,5,1
6700,635,302,400,16690,502142,0,3,6,1
3239,371,502,799,69179,185769,0,5,3,0
5237,215,187,777,51350,588004,2,2,3,0
3182,1033,431,728,67948,663543,0,3,4,1
7545,613,566,596,27394,208364,1,5,7,1
5074,1018,515,209,45294,644412,0,4,1,0
7273,1455,303,201,39340,577972,0,0,0,0
5058,1012,74,463,51836,427334,2,0,2,0
5663,793,121,225,67971,524971,2,3,6,1
6139,921,210,387,65438,333239,1,3,8,1
7567,1059,341,339,42462,641963,2,2,5,0
5749,690,291,698,50257,305122,2,0,4,1
5685,910,182,271,66947,365809,1,2,8,1
6722,807,52,779,66020,593711,2,2,7,0
7705,1387,348,366,65410,597411,0,0,2,0
6038,966,53,270,69636,286581,1,1,7,1
6840,889,127,263,50080,455906,2,0,0,0
6519,782,274,232,69934,569270,2,1,8,1
7831,1096,315,229,62661,653266,0,0,1,0
6717,806,265,260,49606,295710,2,1,8,1
5099,867,73,336,40451,340230,0,0,1,1
5897,1061,273,499,64423,435700,0,0,3,0
5294,688,71,725,48188,444817,1,4,5,0
6148,1168,93,413,68048,512193,0,0,4,0
7939,1350,69,552,52197,443279,0,0,4,1
7287,874,143,525,40079,297363,1,4,8,1
7422,1336,230,418,48257,338751,2,1,8,1
6381,766,333,571,43227,560508,1,0,2,0
5163,620,99,696,64331,669540,2,3,5,0
5458,1037,109,393,38791,496089,0,0,0,0
7349,1102,221,402,48110,346403,0,0,3,1
7174,1220,171,824,39913,486401,2,1,6,1
7276,1455,285,384,61125,443008,0,0,0,0
7984,958,181,828,47359,397624,1,3,6,1
6025,964,187,567,63892,302117,1,2,5,1
6692,1205,132,641,64832,553305,1,2,7,0
6822,1296,81,786,50433,669054,0,0,0,0
6044,967,239,615,66145,395608,1,1,5,1
5218,626,2,470,63208,631366,1,1,7,0
7413,890,262,709,68843,619056,2,3,7,1
7011,1262,11,393,40803,555296,2,4,7,1
6744,1079,200,576,40679,446206,1,1,8,1
6806,1361,320,437,40751,283936,2,3,6,1
6194,991,339,624,55269,519377,2,3,5,0
5656,905,259,543,57625,657229,1,1,6,0
5730,860,338,295,53734,601935,1,2,6,0
5717,1143,141,214,55043,359875,1,4,7,1
7138,1356,27,209,64027,427780,1,2,5,1
6762,1285,338,215,61728,636597,2,0,3,0
5813,756,108,500,58055,328265,2,1,5,1
5415,1083,84,754,68327,345689,1,2,5,1
5572,1114,87,727,56337,559220,2,3,5,0
6412,769,137,510,47203,311855,1,3,5,1
6503,1301,295,716,55798,279795,1,4,6,1
5558,889,168,679,61867,449413,1,2,5,1
7063,918,293,364,63395,278315,1,2,8,1
6222,809,270,810,41483,455865,0,0,4,0
6325,1139,102,754,68527,588004,0,0,0,0
6264,1065,197,644,55703,431159,1,0,0,0
5593,839,121,416,44487,539242,1,0,0,0
5514,772,147,672,67815,397838,0,0,0,0
6347,1016,13,268,41468,552796,0,0,1,0
6058,969,289,531,50014,455751,1,2,7,1
7877,1339,332,617,56941,300240,1,2,7,1
6959,1392,333,818,67714,571076,0,0,3,0
4952,1585,53,566,29597,261983,1,2,7,1
2928,820,25,577,28184,290076,1,1,8,0
4507,754,557,205,57002,65629,0,4,8,1
7895,757,169,617,40682,61604,1,4,8,0
7382,757,58,436,17272,175479,2,4,6,0
5691,765,422,252,6077,396353,1,4,5,0
5971,774,233,222,14664,295011,0,2,7,1
2576,777,287,639,37264,483148,2,1,2,0
6723,782,138,493,41147,445050,0,3,0,0
5521,784,544,399,52396,605962,2,2,8,0
7139,785,29,277,16072,277535,1,2,2,0
2263,788,230,394,50632,504978,0,2,8,1
2372,789,319,396,53154,261871,1,2,1,0
4563,789,221,257,12129,668446,0,0,4,0
6218,790,558,641,12803,667013,2,3,8,0
7400,791,537,748,47951,301791,0,2,3,0
5910,794,435,518,52538,668064,0,5,0,0
5032,794,557,689,23835,47024,2,2,6,0
6612,797,517,555,35688,58854,2,4,3,0
2383,803,199,404,40505,68623,2,0,3,0
3500,811,170,678,47022,80574,0,4,5,0
6361,816,525,729,33835,670309,2,4,4,0
3553,823,292,236,41623,556319,2,1,0,1
4652,829,433,551,11410,121806,2,5,5,0
6611,835,225,678,58415,550741,1,3,0,1
7306,837,437,299,60681,690240,2,0,3,1
2760,844,412,512,37416,671389,0,2,2,1
6892,850,564,717,60329,387694,1,2,3,1
6862,853,503,725,62455,423723,0,5,8,1
2588,859,282,434,23761,338243,1,3,6,0
7420,859,11,237,68101,621880,0,3,5,1
4359,865,68,796,62547,166555,2,2,6,1
2587,867,129,460,52990,564602,1,1,2,1
7396,870,282,724,69586,649784,0,3,8,1
4451,871,115,270,22153,513627,0,0,3,1
2173,906,25,708,43772,74864,0,4,8,1
5477,907,163,315,17499,439549,2,1,5,0
2013,908,228,447,12939,387762,2,2,2,1
7138,936,364,688,14999,180728,2,3,6,0
2820,944,117,282,24080,448495,2,2,8,1
6679,950,192,630,65602,182176,1,4,2,1
4681,442,185,364,65979,75872,2,1,6,0
7962,984,355,288,43475,682252,2,3,0,0
2205,244,97,523,49773,91587,1,4,8,1
3974,396,232,794,69629,65077,0,5,3,1
3029,396,535,340,64742,507629,0,1,4,0
4509,300,129,606,12703,170329,0,0,8,0
5547,302,457,348,21952,412634,0,0,5,0
7529,405,399,331,28503,515176,0,2,8,0
7862,411,122,348,29201,103610,1,0,6,1
4343,412,357,779,31604,223129,2,3,5,0
4041,530,507,711,15825,772959,2,1,7,0
3182,633,431,728,67948,663543,0,3,4,1
3972,633,286,643,51462,284825,0,1,8,0
7010,637,281,371,27016,225992,0,0,8,1
3775,648,24,281,35105,672801,1,1,6,1
3387,657,160,249,48287,107643,2,2,3,0
2604,661,386,632,54814,108260,0,2,0,0
7939,581,532,706,11729,224216,0,1,2,0
